Name;A;B;C;D;E;F;median dnds;annotation;pvalA;pvalB;pvalC;pvalD;pvalE;pvalF;medianPval;pvalAD;pvalBE;pvalCF;Role;go;go_link;mean_js;mean_jsA;mean_jsB;mean_jsC;mean_jsD;mean_jsE;mean_jsF;mean_gapA;mean_gapB;mean_gapC;mean_gapD;mean_gapE;mean_gapF;mean_repA;mean_repB;mean_repC;mean_repD;mean_repE;mean_repF;dnds_gap_correctedA;dnds_gap_correctedB;dnds_gap_correctedC;dnds_gap_correctedD;dnds_gap_correctedE;dnds_gap_correctedF;abA;abB;abC;abD;abE;abF;top_abundant;isSignificant;meanRep;meanPval
TIGR03330;1.116094987;0.923913043;1.031746032;1.105485232;1.406015038;1.413612565;1.11079011;SAM_DCase_Bsu: S-adenosylmethionine decarboxylase proenzyme;1;1;1;1;1;1;;1;1;0.749616006;104;GO:0004014;NULL;NA;0.383748485;0.453385289;0.556315636;0.42510096;0.409477171;0.571644628;0.476551288;0.47933876;0.574025152;0.554107458;0.529971579;0.695133912;NA;NA;NA;NA;NA;NA;1.116094987;0.923913043;1.031746032;1.105485232;1.406015038;1.413612565;21;6;7;13;8;8;FALSE;FALSE;-1;1
TIGR03824;1.669565217;1.522058824;1.607003891;1.677419355;2.2;1.528455285;1.638284554;FlgM_jcvi: flagellar biosynthesis anti-sigma factor FlgM;0.113754588;0.632074215;0.357003094;0.28804289;0.049365549;0.782559686;0.322522992;1;1;1;NA;NA;NA;NA;0.329195984;0.37131858;0.394609098;0.405663622;0.539874773;0.364081071;0.584698197;0.567077531;0.469262295;0.517537165;0.363636364;0.557652214;0.295081967;0.561728395;NA;0.196850394;0.181818182;NA;1.669565217;1.522058824;1.607003891;1.677419355;2.2;1.528455285;16;13;15;9;5;12;FALSE;TRUE;0.308869734;0.37046667
TIGR02447;2.452054795;NA;NA;2.043478261;NA;1.661538462;2.043478261;yiiD_Cterm: putative thioesterase domain;0.000331473;NA;NA;0.346889933;NA;0.631332624;0.346889933;0.64721931;1;1;NA;NA;NA;NA;0.612951076;NA;NA;0.524743758;NA;0.669022984;0.246836076;NA;NA;0.348993289;NA;0.125;0.525316456;NA;NA;NA;NA;0.088709677;2.452054795;NA;NA;2.043478261;NA;1.661538462;3;0;0;2;0;2;FALSE;TRUE;0.307013067;0.326184677
TIGR02464;1.552447552;2.770833333;1.828571429;1.487804878;NA;NA;1.690509491;ribofla_fusion: conserved hypothetical protein;0.559280003;0.000343909;0.140019381;0.986829282;NA;NA;0.349649692;1;0.042159776;1;NA;NA;NA;NA;0.410294624;0.666356402;0.493138102;0.449399932;NA;NA;0.451612473;0.18902439;0.324817518;0.395890411;NA;NA;0.064516129;0.164634146;0.072992701;NA;NA;NA;1.552447552;2.770833333;1.828571429;1.487804878;NA;NA;6;2;4;5;1;0;FALSE;TRUE;0.100714325;0.421618144
TIGR00208;2.015384615;1.432432432;1.444148936;1.675213675;2.42;NA;1.675213675;fliS: flagellar protein FliS;0.000290799;1;1;0.362492662;0.023786072;NA;0.362492662;0.130854228;1;1;188;GO:0001539;NULL;NA;0.433386103;0.509624966;0.413548291;0.456495714;0.621465049;NA;0.389705882;0.279692828;0.389484177;0.391157007;0.190938641;NA;NA;0.35862069;NA;NA;0.097087379;NA;2.015384615;1.432432432;1.444148936;1.675213675;2.42;NA;8;8;12;6;2;1;FALSE;TRUE;0.227854034;0.477313907
TIGR04267;1.484210526;2.121212121;2.555555556;1.615740741;1.527272727;1.756756757;1.686248749;mod_HExxH: HEXXH motif domain;0.846614981;0.031081559;0.124408114;0.347283851;1;0.380164245;0.363724048;1;1;0.761620714;NA;NA;NA;NA;0.115843701;0.109599833;0.177225269;0.143528558;0.187816541;0.118295496;0.843315565;0.84573468;0.786218962;0.815863926;0.719690108;0.852504835;0.505649718;0.520891365;0.392307692;0.653374233;0.47027027;0.368956743;1.484210526;2.121212121;2.555555556;1.615740741;1.527272727;1.756756757;36;19;11;34;17;28;FALSE;TRUE;0.48524167;0.454925458
TIGR03349;1.605442177;1.725;1.734042553;1.682926829;NA;1.74;1.725;IV_VI_DotU: type IV/VI secretion system protein. DotU family;0.373933639;0.035822579;0.124907775;0.670445691;NA;0.53540856;0.373933639;1;1;1;97;GO:0003674;NULL;NA;0.429335133;0.508460673;0.376271107;0.755501375;NA;0.367277633;0.482853982;0.41526404;0.549194885;0.01875;NA;0.597959184;0.185840708;0.424242424;0.229007634;NA;NA;0.253061224;1.605442177;1.725;1.734042553;1.682926829;NA;1.74;8;6;9;1;0;4;FALSE;TRUE;0.273037998;0.348103649
TIGR03370;1.666666667;1.323529412;1.936170213;1.284671533;1.803030303;2.090909091;1.734848485;VPLPA-CTERM: VPLPA-CTERM protein sorting domain;0.350134493;1;0.25607099;1;0.469488412;0.137625801;;1;1;0.244918021;NA;NA;NA;NA;0.490396341;0.41626871;0.632733774;0.471308448;0.488208974;0.595992353;0.447734268;0.514336022;0.119496415;0.303448276;0.291666667;0.220588529;NA;0.215053763;NA;NA;NA;NA;1.666666667;1.323529412;1.936170213;1.284671533;1.803030303;2.090909091;7;6;2;9;4;3;TRUE;FALSE;0.215053763;0.535553283
TIGR01926;1.818181818;1.816254417;2.054545455;1.612903226;NA;1.566037736;1.816254417;peroxid_rel: uncharacterized peroxidase-related enzyme;0.038966025;0.004588255;0.01152174;0.726607588;0.87429007;0.780548227;0.382786806;1;1;1;NA;NA;NA;NA;0.441493402;0.375370827;0.456234018;0.347576122;0.382177742;0.537018457;0.493442623;0.532807598;0.516741963;0.573128622;0.524193548;0.418518519;0.463114754;0.244094488;0.132420091;0.163265306;NA;NA;1.818181818;1.816254417;2.054545455;1.612903226;1.888888889;1.566037736;4;9;6;6;4;5;FALSE;TRUE;0.25072366;0.406086984
TIGR03412;1.187134503;1.214285714;1.32231405;1.189944134;0.992481203;1.210691824;1.200317979;iscX_yfhJ: FeS assembly protein IscX;1;1;1;1;1;1;;1;1;0.801066807;76;GO:0005506;NULL;NA;0.333965091;0.357867727;0.377253;0.334654091;0.370811739;0.348126723;0.603684818;0.511364318;0.486243111;0.513206477;0.530632935;0.593638235;NA;NA;NA;NA;NA;NA;1.187134503;1.214285714;1.32231405;1.189944134;0.992481203;1.210691824;30;13;16;30;11;23;FALSE;FALSE;-1;1
TIGR02574;1.465648855;1.534031414;1.84;1.555772994;1.694610778;1.595180723;1.575476859;stabl_TIGR02574: putative addiction module component. TIGR02574 family;0.692381014;0.678290344;0.023358134;0.344596967;0.438605576;0.326580429;0.391601271;1;1;0.576983239;708;NA;NA;NA;0.327727526;0.382257011;0.37085023;0.27471945;0.38205358;0.349910909;0.40500701;0.392720345;0.37547931;0.506881468;0.404040988;0.357683977;NA;NA;NA;0.376146789;NA;0.284090909;1.465648855;1.534031414;1.84;1.555772994;1.694610778;1.595180723;28;12;12;26;11;18;FALSE;TRUE;0.330118849;0.417302077
TIGR01557;NA;2.769230769;NA;1.602272727;1.857142857;2.479166667;2.168154762;myb_SHAQKYF: myb-like DNA-binding domain. SHAQKYF class;NA;0.127687705;NA;0.658845295;0.821141809;0.008935992;0.3932665;1;1;0.478174147;NA;NA;NA;NA;NA;0.594493115;NA;0.400780825;0.630704655;0.471088667;NA;0.270491803;NA;0.479379897;0.224137931;0.422222222;NA;NA;NA;NA;NA;NA;NA;2.769230769;NA;1.602272727;1.857142857;2.479166667;1;2;1;6;2;4;FALSE;TRUE;-1;0.4041527
TIGR03433;1.133027523;1.207920792;1.291262136;1.313953488;1.361111111;0.844444444;1.249591464;padR_acidobact: transcriptional regulator. Acidobacterial. PadR-family;1;1;1;1;1;1;;1;1;1;NA;NA;NA;NA;0.457955603;0.556695278;0.520393182;0.486764511;0.549960926;0.674692308;0.353596312;0.268518519;0.30606;0.31411797;0.259259722;0.182692308;NA;NA;NA;NA;NA;NA;1.133027523;1.207920792;1.291262136;1.313953488;1.361111111;0.844444444;13;5;6;9;7;2;FALSE;FALSE;-1;1
TIGR04088;1.542168675;1.83490566;1.543543544;1.720238095;1.752380952;1.346820809;1.63189082;cognate_SipW: SipW-cognate class signal peptide;0.359333016;0.012929241;0.592353391;0.163708964;0.427644703;1;0.39348886;1;0.319668148;1;NA;NA;NA;NA;0.397838526;0.339856783;0.32293938;0.391014354;0.444158713;0.327147485;0.667167;0.521228261;0.522332558;0.580085986;0.438942772;0.624831579;0.242105263;0.182608696;NA;0.544217687;0.277227723;0.573099415;1.542168675;1.83490566;1.543543544;1.720238095;1.752380952;1.346820809;21;15;21;9;4;11;FALSE;TRUE;0.363851757;0.425994886
TIGR00616;0.852941176;1.909090909;2.217391304;1.117647059;3.076923077;NA;1.909090909;rect: recombinase. phage RecT family;1;0.405310764;0.23405636;1;0.00829029;NA;0.405310764;1;0.046860707;0.854097862;132;NA;NA;NA;0.400662698;0.638614719;0.587572919;0.400213772;0.732841667;NA;0.641904762;0.6;0.351351351;0.520468333;0.400641026;NA;0.352380952;0.2875;NA;NA;0.25;NA;0.852941176;1.909090909;2.217391304;1.117647059;3.076923077;NA;5;4;2;3;2;1;FALSE;TRUE;0.296626984;0.529531483
TIGR03437;2.513888889;3;2.264150943;1.990384615;2.333333333;2.171875;2.298742138;Soli_cterm: Solibacter uncharacterized C-terminal domain;0.000171583;3.05E-05;0.025435503;0.030260077;0.055863864;0.033237138;;1;0.682113957;1;NA;NA;NA;NA;0.120443878;0.090200749;0.093418248;0.079538156;0.093536809;0.091322312;0.863012293;0.818557101;0.82532551;0.828658125;0.825419803;0.83346994;0.46097561;0.42019544;0.579617834;0.709375;0.542763158;0.45045045;2.513888889;3;2.264150943;1.990384615;2.333333333;2.171875;130;99;91;173;80;107;FALSE;TRUE;0.527229582;0.024166452
TIGR03455;1.214588634;1.22848034;1.182758621;1.324022346;1.492156863;1.373507058;1.276251343;HisG_C-term: ATP phosphoribosyltransferase. C-terminal domain;1;1;1;1;1;1;;1;0.950486983;1;NA;NA;NA;NA;0.31696041;0.339026768;0.335850316;0.283710308;0.260892077;0.222286;0.704705128;0.656806829;0.696218842;0.760737885;0.591054846;0.641638313;0.271794872;0.109756098;NA;0.074889868;NA;0.23125;1.214588634;1.22848034;1.182758621;1.324022346;1.492156863;1.373507058;74;68;59;76;34;62;FALSE;FALSE;0.171922709;1
TIGR03969;2.4;2.071428571;1.888888889;3;1.692307692;1.666666667;1.98015873;mycofactocin: mycofactocin precursor;0.018129768;0.072026485;0.696486845;0.12602681;0.87429007;0.798623843;0.411256827;0.823848998;1;1;NA;GO:0009055;NULL;NA;0.467460167;0.524775;0.626820513;0.706312619;0.564670196;0.566924375;0.375000667;0.369457759;0.264957179;0.095238095;0.294117647;0.28125;NA;NA;NA;NA;NA;NA;2.4;2.071428571;1.888888889;3;1.692307692;1.666666667;5;7;3;1;3;4;FALSE;TRUE;-1;0.430930637
TIGR03504;1.357142857;1.368421053;1.305177112;1.392105263;1.358695652;1.310626703;1.357919255;FimV_Cterm: FimV C-terminal domain;1;1;1;1;1;1;;1;1;1;NA;NA;NA;NA;0.288827983;0.51567908;0.449457193;0.334919115;0.311031228;0.317569556;0.546792353;0.775714479;0.761600746;0.741889071;0.591557018;0.611896519;0.218487395;0.45398773;0.644736842;0.415929204;NA;0.481481481;1.357142857;1.368421053;1.305177112;1.392105263;1.358695652;1.310626703;36;16;29;30;14;27;FALSE;FALSE;0.44292453;1
TIGR03505;1.165505226;1.388059701;1.256410256;1.513011152;1.481481481;1.353896104;1.370977903;FimV_core: FimV N-terminal domain;1;1;1;0.76443601;1;1;;1;0.698045815;1;NA;NA;NA;NA;0.311628201;0.443398961;0.518253854;0.307330593;0.390893636;0.304004675;0.557971511;0.751983511;0.823848206;0.572148148;0.501515152;0.649350325;0.273381295;0.578651685;0.660746004;0.155555556;0.696969697;0.376623377;1.165505226;1.388059701;1.256410256;1.513011152;1.481481481;1.353896104;34;15;17;23;10;24;FALSE;FALSE;0.456987936;0.960739335
TIGR03506;1.676996424;1.578296703;1.785602504;2.099526066;2.25862069;2.121527778;1.942564285;FlgEFG_subfam: flagellar hook-basal body protein;0.000582406;0.072026485;0.000119617;7.47E-14;0.001792826;2.04E-06;;1;1;0.761289647;NA;NA;NA;NA;0.147412843;0.233507218;0.247888743;0.14662995;0.173975398;0.161845015;0.81846369;0.818915438;0.818150734;0.78922403;0.784167012;0.750692508;0.489919355;0.712100139;0.675149701;0.375621891;0.491566265;0.35347432;1.676996424;1.578296703;1.785602504;2.099526066;2.25862069;2.121527778;70;57;58;67;27;45;FALSE;TRUE;0.516305278;0.012420563
TIGR03510;1.010989011;1.142857143;0.769230769;1.048034934;1.311111111;1.088607595;1.068321265;XapX: XapX domain;1;1;1;1;1;1;;1;0.735204065;1;157;GO:0003674;NULL;NA;0.367344841;0.425590085;0.46665679;0.401069174;0.431042941;0.36551461;0.548229048;0.525423729;0.452673827;0.487461284;0.435294118;0.625751064;0.198412698;NA;NA;NA;0.176470588;0.276595745;1.010989011;1.142857143;0.769230769;1.048034934;1.311111111;1.088607595;11;5;4;13;3;10;FALSE;FALSE;0.217159677;1
TIGR03513;1.281690141;1;0.928571429;NA;NA;1.222222222;1.111111111;GldL_gliding: gliding motility-associated protein GldL;1;1;1;1;1;1;;1;1;1;188;NA;NA;NA;0.296879741;0.317162542;0.313120143;0.291326795;0.325615761;0.300053036;0.646553276;0.661649465;0.666666667;0.660256709;0.589673913;0.666174777;0.344827586;0.361204013;0.504761905;0.333333333;0.119565217;0.425101215;1.281690141;1;0.928571429;NA;NA;1.222222222;9;6;4;6;4;11;FALSE;FALSE;0.348132212;1
TIGR02242;1.384615385;1.962962963;NA;2.9;NA;NA;1.962962963;tail_TIGR02242: phage tail protein domain;1;0.41529797;NA;0.026683277;NA;NA;0.41529797;1;1;1;152;NA;NA;NA;0.620195278;0.734007705;NA;0.618871515;NA;NA;0.203704167;0.057377049;NA;0.222222222;NA;NA;0.194444444;0.147540984;NA;NA;NA;NA;1.384615385;1.962962963;NA;2.9;NA;NA;3;2;1;1;0;1;FALSE;TRUE;0.170992714;0.480660416
TIGR00077;1.558685446;0.980952381;1.08988764;1.685393258;2.02;2.056;1.622039352;lspA: signal peptidase II;0.418808795;1;1;0.422712849;0.21221242;0.008935992;0.420760822;1;1;0.892414633;97;GO:0005887;NULL;NA;0.441557937;0.619473237;0.631617278;0.457287654;0.6471948;0.469955;0.386999312;0.240846012;0.340236686;0.398044693;0.1566664;0.378021978;0.343915344;0.092485549;NA;0.055865922;0.4;0.104395604;1.558685446;0.980952381;1.08988764;1.685393258;2.02;2.056;7;3;4;4;3;5;FALSE;TRUE;0.199332484;0.510445009
TIGR03561;1.290419162;0.974719101;1.342465753;1.468085106;1.226086957;0.836956522;1.25825306;organ_hyd_perox: peroxiredoxin. Ohr subfamily;1;1;1;1;1;1;;0.159228382;1;1;96;GO:0004601;NULL;NA;0.384393529;0.433066272;0.413676014;0.5139508;0.604903675;0.567253551;0.435294412;0.406508876;0.412004126;0.3222218;0.209401709;0.294686087;0.088235294;NA;0.342657343;0.106666667;NA;NA;1.290419162;0.974719101;1.342465753;1.468085106;1.226086957;0.836956522;11;10;11;6;3;3;FALSE;FALSE;0.179186434;1
TIGR03562;0.989552239;1.170212766;1.329439252;1.099514563;1.459574468;1.112721417;1.141467092;osmo_induc_OsmC: peroxiredoxin. OsmC subfamily;1;1;1;1;1;1;;1;0.244982841;0.681619517;96;GO:0004601;NULL;NA;0.319629075;0.346611646;0.342758848;0.356906645;0.456339933;0.37219479;0.538762601;0.512682927;0.559461832;0.485908065;0.402684564;0.470309701;NA;0.067073171;0.193717277;0.187096774;NA;NA;0.989552239;1.170212766;1.329439252;1.099514563;1.459574468;1.112721417;30;24;21;19;9;24;FALSE;FALSE;0.149295741;1
TIGR02273;1.782608696;1.531914894;1.563991323;1.651515152;1.6;1.506944444;1.581995662;16S_RimM: 16S rRNA processing protein RimM;0.009328718;0.515238484;0.352455091;0.133697735;0.900378385;0.848259672;0.433846787;0.69038648;1;1;166;GO:0003723;NULL;NA;0.311220837;0.434067513;0.332792957;0.332549957;0.451567572;0.352881946;0.505279064;0.483245714;0.529062217;0.585280649;0.436416185;0.523378778;0.162561576;NA;0.182608696;0.216450216;NA;0.334841629;1.782608696;1.531914894;1.563991323;1.651515152;1.6;1.506944444;14;12;19;15;4;11;FALSE;TRUE;0.224115529;0.459893014
TIGR00675;NA;1.763636364;2.260273973;NA;NA;0.773584906;1.763636364;dcm: DNA (cytosine-5-)-methyltransferase;NA;0.441428186;0.007101452;NA;NA;1;0.441428186;1;1;1;132;GO:0003886;NULL;NA;NA;0.743654811;0.436575895;NA;NA;0.710507813;NA;0.403301887;0.459970306;NA;NA;0.17578125;NA;0.110849057;0.384279476;NA;NA;NA;NA;1.763636364;2.260273973;NA;NA;0.773584906;1;2;3;1;1;2;FALSE;TRUE;0.247564266;0.482843212
TIGR03595;1.299450549;1.025547445;1.618110236;1.322274882;1.646616541;1.728971963;1.470192559;Obg_CgtA_exten: Obg family GTPase CgtA. C-terminal extension;1;1;0.322482516;1;0.670622828;0.326041901;;1;1;0.014993179;NA;NA;NA;NA;0.319340727;0.319920179;0.295030056;0.385655376;0.305572192;0.396192268;0.688746242;0.564828661;0.680555556;0.48134172;0.639432123;0.437407732;0.212121212;0.303571429;0.45;NA;NA;NA;1.299450549;1.025547445;1.618110236;1.322274882;1.646616541;1.728971963;24;21;19;16;12;7;FALSE;FALSE;0.321897547;0.719857874
TIGR03358;2.363636364;1.334710744;1.236923077;1.838709677;NA;2.836363636;1.838709677;VI_chp_5: type VI secretion protein. VC_A0107 family;0.000255123;1;1;0.474144203;NA;0.000127764;0.474144203;0.011489112;1;1;97;GO:0003674;NULL;NA;0.432977305;0.631948;0.554729635;0.638889815;NA;0.649844032;0.425149162;0.157837838;0.244048958;0.199074074;NA;0.161290323;0.401197605;0.578378378;0.114583333;0.101851852;NA;0.311827957;2.363636364;1.334710744;1.236923077;1.838709677;NA;2.836363636;6;5;7;2;1;2;FALSE;TRUE;0.301567825;0.494905418
TIGR01640;NA;NA;NA;NA;2.833333333;NA;2.833333333;F_box_assoc_1: F-box protein interaction domain;1;NA;NA;NA;7.19E-06;NA;0.500003596;1;1;1;NA;NA;NA;NA;0.46421635;NA;NA;NA;0.671312403;NA;0.452554745;NA;NA;NA;0.165236052;NA;0.182481752;NA;NA;NA;NA;NA;1.111111111;NA;NA;NA;2.833333333;NA;2;0;0;0;2;0;FALSE;TRUE;0.182481752;0.500003596
TIGR03635;1.212201592;1.198776758;1.220532319;1.113259669;1.05730659;1.420600858;1.205489175;S17_bact: 30S ribosomal protein S17;1;1;1;1;1;1;;1;1;0.287764712;158;GO:0003735;NULL;NA;0.476301667;0.494948454;0.494911129;0.473933663;0.466036542;0.502989278;0.377946296;0.312714742;0.457372903;0.321232079;0.362287944;0.267181959;NA;NA;NA;NA;NA;NA;1.212201592;1.198776758;1.220532319;1.113259669;1.05730659;1.420600858;20;18;13;18;16;12;FALSE;FALSE;-1;1
TIGR03647;1.434673367;1.622137405;1.563291139;1.470588235;1.409756098;1.398876404;1.452630801;Na_symport_sm: putative solute:sodium symporter small subunit;0.913526173;0.20888484;0.485122609;0.958597685;1;1;;1;1;1;141;NA;NA;NA;0.272582063;0.314271518;0.260211339;0.236592611;0.333236289;0.304291157;0.602593968;0.547734554;0.616952598;0.725579222;0.499728454;0.570956198;NA;0.267857143;NA;0.077777778;NA;NA;1.434673367;1.622137405;1.563291139;1.470588235;1.409756098;1.398876404;35;22;30;46;15;29;FALSE;FALSE;0.17281746;0.761021884
TIGR03661;2.219512195;1.675958188;1.679197995;2.037344398;1.660550459;1.779220779;1.729209387;T1SS_VCA0849: type I secretion C-terminal target domain (VC_A0849 subclass);0.000178455;0.078245652;0.055255032;9.19E-05;0.670622828;0.137625801;;0.084798617;1;1;187;NA;NA;NA;0.289531189;0.589577094;0.480471882;0.340493095;0.270050202;0.391071468;0.575424196;0.811161655;0.849113388;0.583683988;0.675389141;0.444036697;0.363636364;0.701504355;0.68903437;0.523809524;0.297979798;NA;2.219512195;1.675958188;1.679197995;2.037344398;1.660550459;1.779220779;13;14;25;15;8;10;FALSE;TRUE;0.515192882;0.157003277
TIGR00225;1.881578947;NA;0.86;NA;NA;NA;1.370789474;prc: C-terminal processing peptidase;0.002492639;NA;1;NA;NA;NA;0.501246319;1.28E-05;1;1;138;GO:0006508;NULL;NA;0.68711375;NA;0.720561962;NA;NA;NA;0.116071429;NA;0.169509595;NA;NA;NA;0.301339286;NA;0.373134328;NA;NA;NA;1.881578947;NA;0.86;NA;NA;NA;2;1;2;0;0;0;FALSE;TRUE;0.337236807;0.501246319
TIGR03687;0.725806452;0.479591837;1.016666667;0.856410256;0.64;0.773006135;0.749406294;pupylate_cterm: ubiquitin-like protein Pup;1;1;1;1;1;1;;1;1;0.371725492;138;GO:0003674;NULL;NA;0.471227463;0.558736061;0.543240159;0.450782619;0.559486866;0.497047361;0.473880597;0.43112803;0.3;0.550325952;0.424306866;0.420138889;NA;NA;NA;NA;NA;NA;0.725806452;0.479591837;1.016666667;0.856410256;0.64;0.773006135;9;11;6;16;5;14;FALSE;FALSE;-1;1
TIGR03696;1.335290904;1.400089505;1.269592476;1.263662512;1.363177806;1.275470292;1.305380598;Rhs_assc_core: RHS repeat-associated core domain;1;1;1;1;1;1;;1;0.00216285;1;NA;NA;NA;NA;0.186506635;0.354196231;0.278436042;0.145977901;0.150783227;0.159446353;0.899416132;0.946255778;0.910129975;0.819971389;0.775991833;0.861452294;0.567610063;0.619047619;0.554590571;0.688271605;0.406374502;0.672018349;1.335290904;1.400089505;1.269592476;1.263662512;1.363177806;1.275470292;430;248;247;411;194;327;FALSE;FALSE;0.584652118;1
TIGR03725;1.182186235;1.148423006;1.048;1.070030896;1.053169734;1.017218543;1.061600315;T6A_YeaZ: tRNA threonylcarbamoyl adenosine modification protein YeaZ;1;1;1;1;1;1;;0.912687459;1;1;168;NA;NA;NA;0.269289932;0.307729196;0.321297189;0.250375755;0.389532058;0.287450992;0.698728123;0.678244825;0.677173879;0.715668525;0.689813868;0.697440455;0.580204778;0.174825175;0.665480427;0.417266187;0.465020576;0.5;1.182186235;1.148423006;1.048;1.070030896;1.053169734;1.017218543;53;45;27;44;24;39;FALSE;FALSE;0.467132857;1
TIGR03803;1.486842105;1.389328063;1.511392405;1.458248473;1.510385757;1.552459016;1.498613931;Gloeo_Verruco: gloeo_Verruco repeat;0.33263641;1;0.754975691;0.986829282;1;0.445629429;;1;1;0.806752383;NA;NA;NA;NA;0.252894699;0.296832303;0.360479921;0.420777463;0.330141584;0.287257921;0.683140273;0.610668158;0.54934373;0.722594527;0.458274158;0.472984554;0.469945355;0.572368421;0.214285714;0.547263682;0.346534653;0.524752475;1.486842105;1.389328063;1.511392405;1.458248473;1.510385757;1.552459016;64;28;21;52;20;33;FALSE;FALSE;0.445858383;0.753345135
TIGR03197;NA;0.901098901;1.833976834;NA;NA;NA;1.367537868;MnmC_Cterm: tRNA U-34 5-methylaminomethyl-2-thiouridine biosynthesis protein MnmC. C-terminal domain;NA;1;0.009646914;NA;NA;NA;0.504823457;1;1;0.000760946;168;NA;NA;NA;NA;0.725036927;0.561603217;NA;NA;NA;NA;0.300458716;0.356590426;NA;NA;NA;NA;0.236238532;0.525193798;NA;NA;NA;NA;0.901098901;1.833976834;NA;NA;NA;0;2;3;0;0;0;FALSE;TRUE;0.380716165;0.504823457
TIGR03807;2.150943396;1.852380952;2.292079208;2.064039409;1.722891566;2.051470588;2.057754999;RR_fam_repeat: putative cofactor-binding repeat;7.58E-05;0.009744962;2.84E-07;0.000214403;0.579400642;0.006368258;;1;1;0.646724929;NA;NA;NA;NA;0.330048211;0.293131149;0.345840547;0.273796949;0.426116842;0.374488947;0.519783415;0.646959459;0.566894531;0.668748927;0.525061754;0.657670292;NA;0.351351351;0.5703125;0.446327684;0.526315789;0.719298246;2.150943396;1.852380952;2.292079208;2.064039409;1.722891566;2.051470588;13;17;13;17;5;11;FALSE;TRUE;0.522721114;0.099300724
TIGR02511;NA;NA;NA;1;NA;3.3125;2.15625;type_III_tyeA: type III secretion effector delivery regulator. TyeA family;NA;NA;NA;1;NA;0.014472171;0.507236085;1;1;0.113091539;NA;NA;NA;NA;NA;NA;NA;0.605656721;NA;0.62705791;NA;NA;NA;0.295081967;NA;0.201492537;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;3.3125;0;0;1;2;0;2;FALSE;TRUE;-1;0.507236085
TIGR04127;3.636363636;NA;NA;NA;NA;NA;3.636363636;flavo_near_exo: exosortase F-associated protein;0.016870475;NA;NA;NA;1;NA;0.508435237;1;1;1;NA;NA;NA;NA;0.675525541;NA;NA;NA;0.424556944;NA;0.202702703;NA;NA;NA;0.49537037;NA;NA;NA;NA;NA;0.314814815;NA;3.636363636;NA;NA;NA;1;NA;2;0;0;1;2;0;FALSE;TRUE;0.314814815;0.508435237
TIGR03833;0.586466165;0.488888889;0.616666667;0.720183486;0.682119205;0.632978723;0.624822695;TIGR03833: conserved hypothetical protein;1;1;1;1;1;1;;1;1;1;156;GO:0003674;NULL;NA;0.540300984;0.596431864;0.621988;0.496752317;0.54844087;0.500878713;0.680143716;0.230508475;0.265384615;0.312195122;0.280797101;0.504050099;NA;NA;0.2;NA;NA;NA;0.586466165;0.488888889;0.616666667;0.720183486;0.682119205;0.632978723;13;5;3;10;8;11;FALSE;FALSE;0.2;1
TIGR03859;1.325183374;1.235955056;1.455;1.280155642;1.5;1.355029586;1.34010648;PQQ_PqqD: coenzyme PQQ biosynthesis protein PqqD;1;1;1;1;1;1;;1;1;0.994388334;76;GO:0018189;NULL;NA;0.31674136;0.376478443;0.430523981;0.358154748;0.377968247;0.390042376;0.5279996;0.532786557;0.409847864;0.584331007;0.43616134;0.446958911;NA;NA;NA;NA;NA;0.168316832;1.325183374;1.235955056;1.455;1.280155642;1.5;1.355029586;21;12;14;18;12;13;FALSE;FALSE;0.168316832;1
TIGR03882;2.038461538;1.666666667;2.296296296;1.516129032;2.347826087;1.56;1.852564103;cyclo_dehyd_2: bacteriocin biosynthesis cyclodehydratase domain;0.267877597;0.957727429;0.131391914;1;0.196039544;0.956382177;;1;1;1;NA;NA;NA;NA;0.265629538;0.273656289;0.406987105;0.403851263;0.407367652;0.392963217;0.653179595;0.633123711;0.500000877;0.594736842;0.530435565;0.521740087;0.23699422;NA;NA;0.063157895;0.095652174;NA;2.038461538;1.666666667;2.296296296;1.516129032;2.347826087;1.56;7;6;3;4;3;3;FALSE;FALSE;0.131934763;0.58490311
TIGR03889;1.160535117;1.442105263;1.582677165;1.223628692;1.281553398;1.149700599;1.252591045;nitrile_acc: nitrile hydratase accessory protein;1;1;0.70502995;1;1;1;;1;1;0.920033786;NA;GO:0003674;NULL;NA;0.351883924;0.400940877;0.378679697;0.363242;0.364503564;0.391860703;0.61234019;0.479166667;0.447474747;0.559790462;0.502474851;0.591796875;0.341772152;NA;0.313131313;0.253846154;NA;0.375;1.160535117;1.442105263;1.582677165;1.223628692;1.281553398;1.149700599;24;6;9;17;8;13;FALSE;FALSE;0.320937405;0.950838325
TIGR03891;1.464419476;1.528735632;1.409090909;1.123893805;0.958333333;1.418181818;1.413636364;thiopep_ocin: thiopeptide-type bacteriocin biosynthesis domain;0.802006524;0.934783181;1;1;1;1;;1;1;1;94;NA;NA;NA;0.331207309;0.318149167;0.351665074;0.342267087;0.352679858;0.238363125;0.697723173;0.604701474;0.571079926;0.771523273;0.618794326;0.761763603;0.313253012;0.506410256;NA;0.408408408;0.312056738;0.349264706;1.464419476;1.528735632;1.409090909;1.123893805;0.958333333;1.418181818;15;9;3;12;4;13;FALSE;FALSE;0.377878624;0.956131618
